region,population,sex,age,education,income,statusquo,vote,logincome,logpop,sex_M,region_M,region_N,region_S,region_SA,education_PS,education_S
C,15000,F,24.0,S,35000.0,0.82449,A,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,23.0,S,35000.0,1.28602,Y,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,38.0,S,7500.0,0.19175,N,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,36.0,S,15000.0,-1.11878,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,33.0,S,35000.0,1.47024,Y,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,37.0,PS,35000.0,1.34591,Y,10.46310334047155,9.615805480084347,False,False,False,False,False,True,False
C,15000,M,57.0,S,75000.0,-0.29196,U,11.225243392518447,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,38.0,P,15000.0,-0.56775,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,34.0,S,35000.0,-1.21974,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,39.0,P,7500.0,1.5877,Y,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,F,59.0,P,35000.0,0.49301,U,10.46310334047155,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,29.0,S,15000.0,-1.22876,A,9.615805480084347,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,70.0,P,15000.0,1.5877,Y,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,34.0,PS,35000.0,0.01279,N,10.46310334047155,9.615805480084347,False,False,False,False,False,True,False
C,15000,F,30.0,S,35000.0,1.07897,Y,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,35.0,PS,15000.0,-0.97431,N,9.615805480084347,9.615805480084347,True,False,False,False,False,True,False
C,15000,F,27.0,S,35000.0,1.32855,U,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,31.0,S,2500.0,-0.92695,N,7.824046010856292,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,34.0,S,35000.0,-0.70263,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,67.0,P,15000.0,0.94646,U,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,61.0,P,15000.0,0.56632,U,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,59.0,P,15000.0,-1.14049,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,44.0,P,7500.0,0.89793,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,33.0,P,7500.0,1.24161,Y,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,34.0,P,7500.0,-0.54032,A,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,22.0,P,15000.0,-1.22503,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,43.0,P,75000.0,1.56817,Y,11.225243392518447,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,68.0,S,2500.0,-1.29617,A,7.824046010856292,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,40.0,P,2500.0,0.39304,A,7.824046010856292,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,55.0,P,15000.0,0.32051,U,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,22.0,S,15000.0,-0.40299,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,64.0,P,7500.0,1.33395,U,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,22.0,S,7500.0,-1.29617,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,30.0,P,7500.0,-1.29617,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,21.0,S,7500.0,0.40932,U,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,37.0,P,7500.0,1.48894,Y,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,F,38.0,S,35000.0,1.51326,Y,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,34.0,S,7500.0,-1.14579,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,30.0,S,35000.0,-1.30485,N,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,60.0,P,7500.0,0.90604,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,45.0,P,15000.0,0.81951,Y,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,42.0,P,7500.0,1.0111,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,60.0,P,35000.0,-0.92728,U,10.46310334047155,9.615805480084347,False,False,False,False,False,False,False
C,15000,F,22.0,S,35000.0,1.11308,A,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,23.0,S,7500.0,0.12472,U,8.922658299524402,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,20.0,PS,15000.0,-1.0234,N,9.615805480084347,9.615805480084347,True,False,False,False,False,True,False
C,45000,F,60.0,P,2500.0,1.5877,Y,7.824046010856292,10.714417768752456,False,False,False,False,False,False,False
C,45000,M,53.0,P,2500.0,-1.29617,N,7.824046010856292,10.714417768752456,True,False,False,False,False,False,False
C,45000,F,30.0,P,7500.0,0.97,U,8.922658299524402,10.714417768752456,False,False,False,False,False,False,False
C,45000,F,58.0,P,15000.0,1.50846,Y,9.615805480084347,10.714417768752456,False,False,False,False,False,False,False
C,45000,M,28.0,S,7500.0,-0.6341,Y,8.922658299524402,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,42.0,P,35000.0,0.1921,U,10.46310334047155,10.714417768752456,False,False,False,False,False,False,False
C,45000,M,40.0,PS,35000.0,1.44322,Y,10.46310334047155,10.714417768752456,True,False,False,False,False,True,False
C,45000,M,66.0,P,15000.0,1.29875,U,9.615805480084347,10.714417768752456,True,False,False,False,False,False,False
C,45000,M,28.0,S,7500.0,-1.01171,A,8.922658299524402,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,60.0,P,15000.0,-0.62453,Y,9.615805480084347,10.714417768752456,False,False,False,False,False,False,False
C,45000,F,30.0,S,15000.0,-1.21873,N,9.615805480084347,10.714417768752456,False,False,False,False,False,False,True
C,45000,M,24.0,P,15000.0,-1.29617,N,9.615805480084347,10.714417768752456,True,False,False,False,False,False,False
C,45000,M,63.0,PS,75000.0,-0.98189,N,11.225243392518447,10.714417768752456,True,False,False,False,False,True,False
C,45000,F,25.0,PS,35000.0,1.40361,Y,10.46310334047155,10.714417768752456,False,False,False,False,False,True,False
C,25000,F,49.0,P,7500.0,-0.612,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,25.0,P,15000.0,0.84305,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,37.0,S,35000.0,0.63836,U,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,19.0,S,75000.0,0.06239,N,11.225243392518447,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,53.0,S,35000.0,1.33246,Y,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,37.0,S,35000.0,0.16682,U,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,44.0,S,35000.0,0.87593,Y,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,31.0,S,75000.0,0.16466,U,11.225243392518447,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,29.0,S,35000.0,0.03032,U,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,F,21.0,P,7500.0,0.78563,A,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,58.0,P,7500.0,1.68665,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,22.0,P,15000.0,-1.26325,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,68.0,P,2500.0,-0.80882,N,7.824046010856292,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,47.0,PS,15000.0,-0.67532,U,9.615805480084347,10.126631103850338,False,False,False,False,False,True,False
C,25000,F,30.0,P,15000.0,1.41999,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,21.0,P,15000.0,-1.06433,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,50.0,S,35000.0,0.24274,U,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,38.0,PS,35000.0,-0.75159,N,10.46310334047155,10.126631103850338,True,False,False,False,False,True,False
C,87500,F,19.0,S,7500.0,-0.96542,U,8.922658299524402,11.379394072345706,False,False,False,False,False,False,True
C,87500,F,60.0,P,15000.0,-0.16861,N,9.615805480084347,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,64.0,P,7500.0,0.60565,U,8.922658299524402,11.379394072345706,True,False,False,False,False,False,False
C,87500,M,25.0,P,35000.0,0.36082,A,10.46310334047155,11.379394072345706,True,False,False,False,False,False,False
C,87500,F,60.0,P,15000.0,0.1327,U,9.615805480084347,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,27.0,PS,75000.0,-0.73188,N,11.225243392518447,11.379394072345706,True,False,False,False,False,True,False
C,87500,M,26.0,PS,35000.0,-1.14103,N,10.46310334047155,11.379394072345706,True,False,False,False,False,True,False
C,87500,F,23.0,PS,35000.0,-0.96823,N,10.46310334047155,11.379394072345706,False,False,False,False,False,True,False
C,87500,F,60.0,P,35000.0,1.03942,Y,10.46310334047155,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,52.0,PS,75000.0,-1.29617,N,11.225243392518447,11.379394072345706,True,False,False,False,False,True,False
C,87500,F,45.0,PS,35000.0,0.32782,Y,10.46310334047155,11.379394072345706,False,False,False,False,False,True,False
C,87500,F,23.0,P,15000.0,-0.52933,U,9.615805480084347,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,43.0,P,15000.0,-1.11878,N,9.615805480084347,11.379394072345706,True,False,False,False,False,False,False
C,87500,M,35.0,PS,75000.0,-1.29617,N,11.225243392518447,11.379394072345706,True,False,False,False,False,True,False
C,87500,F,22.0,P,2500.0,1.3924,Y,7.824046010856292,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,22.0,P,15000.0,-0.80408,N,9.615805480084347,11.379394072345706,True,False,False,False,False,False,False
C,87500,F,51.0,P,2500.0,1.47157,Y,7.824046010856292,11.379394072345706,False,False,False,False,False,False,False
C,87500,M,42.0,P,15000.0,0.27852,U,9.615805480084347,11.379394072345706,True,False,False,False,False,False,False
C,87500,M,44.0,P,15000.0,-1.01069,U,9.615805480084347,11.379394072345706,True,False,False,False,False,False,False
C,175000,F,37.0,PS,35000.0,-1.05333,N,10.46310334047155,12.072541252905651,False,False,False,False,False,True,False
C,175000,M,40.0,PS,35000.0,-0.12877,N,10.46310334047155,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,19.0,S,7500.0,0.13374,U,8.922658299524402,12.072541252905651,False,False,False,False,False,False,True
C,175000,F,28.0,S,7500.0,-1.11442,U,8.922658299524402,12.072541252905651,False,False,False,False,False,False,True
C,175000,M,49.0,P,15000.0,-1.19148,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,M,55.0,P,15000.0,-0.55326,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,M,24.0,P,15000.0,-1.25986,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,F,44.0,S,7500.0,-1.15622,U,8.922658299524402,12.072541252905651,False,False,False,False,False,False,True
C,175000,M,20.0,S,15000.0,0.27435,A,9.615805480084347,12.072541252905651,True,False,False,False,False,False,True
C,175000,F,40.0,PS,75000.0,0.79492,U,11.225243392518447,12.072541252905651,False,False,False,False,False,True,False
C,175000,M,49.0,PS,200000.0,-1.21834,N,12.206072645530174,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,53.0,S,15000.0,1.5877,Y,9.615805480084347,12.072541252905651,False,False,False,False,False,False,True
C,175000,F,20.0,P,2500.0,1.1384,Y,7.824046010856292,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,20.0,S,15000.0,0.29898,Y,9.615805480084347,12.072541252905651,True,False,False,False,False,False,True
C,175000,F,27.0,PS,35000.0,-1.18011,N,10.46310334047155,12.072541252905651,False,False,False,False,False,True,False
C,175000,M,36.0,PS,75000.0,-0.70445,N,11.225243392518447,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,18.0,S,75000.0,0.98417,A,11.225243392518447,12.072541252905651,False,False,False,False,False,False,True
C,175000,M,50.0,P,15000.0,-1.29617,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,F,40.0,P,15000.0,-1.29617,N,9.615805480084347,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,21.0,S,75000.0,-1.29617,N,11.225243392518447,12.072541252905651,True,False,False,False,False,False,True
C,175000,M,43.0,P,15000.0,-1.29617,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,F,23.0,S,7500.0,-0.81291,A,8.922658299524402,12.072541252905651,False,False,False,False,False,False,True
C,175000,F,39.0,P,7500.0,1.5877,Y,8.922658299524402,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,54.0,S,35000.0,1.21952,U,10.46310334047155,12.072541252905651,True,False,False,False,False,False,True
C,175000,M,22.0,S,35000.0,0.74317,Y,10.46310334047155,12.072541252905651,True,False,False,False,False,False,True
C,175000,F,42.0,P,15000.0,-1.29617,N,9.615805480084347,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,18.0,S,75000.0,0.90886,A,11.225243392518447,12.072541252905651,True,False,False,False,False,False,True
C,175000,F,20.0,P,35000.0,-1.14456,N,10.46310334047155,12.072541252905651,False,False,False,False,False,False,False
C,175000,F,29.0,S,15000.0,0.91463,Y,9.615805480084347,12.072541252905651,False,False,False,False,False,False,True
C,175000,M,40.0,P,35000.0,0.78439,U,10.46310334047155,12.072541252905651,True,False,False,False,False,False,False
C,175000,F,60.0,P,7500.0,-1.15225,N,8.922658299524402,12.072541252905651,False,False,False,False,False,False,False
C,175000,F,35.0,P,15000.0,0.9464,Y,9.615805480084347,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,39.0,P,7500.0,0.42314,U,8.922658299524402,12.072541252905651,True,False,False,False,False,False,False
C,175000,M,26.0,S,15000.0,-0.79157,N,9.615805480084347,12.072541252905651,True,False,False,False,False,False,True
C,175000,M,19.0,PS,35000.0,0.35572,Y,10.46310334047155,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,47.0,P,15000.0,-0.32176,U,9.615805480084347,12.072541252905651,False,False,False,False,False,False,False
C,175000,F,23.0,S,7500.0,-0.7989,A,8.922658299524402,12.072541252905651,False,False,False,False,False,False,True
C,175000,F,45.0,P,7500.0,0.44717,Y,8.922658299524402,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,52.0,P,15000.0,1.22444,U,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,175000,F,28.0,PS,125000.0,0.06371,Y,11.736069016284437,12.072541252905651,False,False,False,False,False,True,False
C,175000,M,39.0,PS,200000.0,-0.19457,N,12.206072645530174,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,41.0,PS,75000.0,1.41116,Y,11.225243392518447,12.072541252905651,False,False,False,False,False,True,False
C,175000,M,30.0,S,15000.0,-0.61942,U,9.615805480084347,12.072541252905651,True,False,False,False,False,False,True
C,175000,F,32.0,S,15000.0,-0.99973,N,9.615805480084347,12.072541252905651,False,False,False,False,False,False,True
C,175000,M,29.0,S,35000.0,-1.07308,N,10.46310334047155,12.072541252905651,True,False,False,False,False,False,True
C,175000,M,31.0,PS,35000.0,-0.7163,N,10.46310334047155,12.072541252905651,True,False,False,False,False,True,False
C,175000,F,42.0,PS,35000.0,-1.00592,N,10.46310334047155,12.072541252905651,False,False,False,False,False,True,False
C,175000,F,25.0,S,15000.0,-0.97034,U,9.615805480084347,12.072541252905651,False,False,False,False,False,False,True
C,175000,F,58.0,P,7500.0,0.06874,U,8.922658299524402,12.072541252905651,False,False,False,False,False,False,False
C,175000,M,28.0,S,75000.0,-0.99275,N,11.225243392518447,12.072541252905651,True,False,False,False,False,False,True
C,175000,M,40.0,P,15000.0,-0.08067,U,9.615805480084347,12.072541252905651,True,False,False,False,False,False,False
C,25000,F,29.0,P,7500.0,-0.78136,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,54.0,P,7500.0,0.26943,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,33.0,P,15000.0,1.17576,U,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,37.0,P,15000.0,1.47615,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,54.0,P,7500.0,0.96198,Y,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,65.0,P,15000.0,0.79963,Y,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,29.0,S,15000.0,-0.39404,U,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,19.0,S,35000.0,-0.73973,N,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,26.0,PS,35000.0,-1.08349,N,10.46310334047155,10.126631103850338,True,False,False,False,False,True,False
C,25000,F,45.0,P,15000.0,1.56861,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,34.0,S,15000.0,-0.92196,U,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,39.0,P,7500.0,-1.29617,N,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,36.0,P,7500.0,0.80323,Y,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,47.0,S,15000.0,0.29779,Y,9.615805480084347,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,30.0,P,7500.0,0.24277,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,59.0,P,15000.0,1.5877,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,26.0,PS,15000.0,-0.01365,U,9.615805480084347,10.126631103850338,True,False,False,False,False,True,False
C,62500,M,52.0,P,2500.0,-0.9757,N,7.824046010856292,11.042921835724492,True,False,False,False,False,False,False
C,62500,F,21.0,P,15000.0,0.63187,U,9.615805480084347,11.042921835724492,False,False,False,False,False,False,False
C,62500,M,19.0,PS,75000.0,-0.64524,N,11.225243392518447,11.042921835724492,True,False,False,False,False,True,False
C,62500,F,20.0,S,35000.0,0.81443,Y,10.46310334047155,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,20.0,S,7500.0,0.71902,Y,8.922658299524402,11.042921835724492,True,False,False,False,False,False,True
C,62500,F,47.0,P,15000.0,0.35864,Y,9.615805480084347,11.042921835724492,False,False,False,False,False,False,False
C,62500,F,25.0,S,15000.0,-1.08876,N,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,42.0,S,15000.0,1.09242,Y,9.615805480084347,11.042921835724492,True,False,False,False,False,False,True
C,62500,M,40.0,P,35000.0,1.43653,Y,10.46310334047155,11.042921835724492,True,False,False,False,False,False,False
C,62500,F,29.0,PS,75000.0,-0.83828,N,11.225243392518447,11.042921835724492,False,False,False,False,False,True,False
C,62500,F,58.0,P,15000.0,0.32249,A,9.615805480084347,11.042921835724492,False,False,False,False,False,False,False
C,62500,M,40.0,PS,35000.0,-0.54836,N,10.46310334047155,11.042921835724492,True,False,False,False,False,True,False
C,62500,M,27.0,PS,35000.0,-1.25795,N,10.46310334047155,11.042921835724492,True,False,False,False,False,True,False
C,62500,F,38.0,S,75000.0,0.04945,Y,11.225243392518447,11.042921835724492,False,False,False,False,False,False,True
C,62500,F,30.0,S,35000.0,0.78044,U,10.46310334047155,11.042921835724492,False,False,False,False,False,False,True
C,62500,F,45.0,P,35000.0,-1.25861,N,10.46310334047155,11.042921835724492,False,False,False,False,False,False,False
C,62500,M,21.0,S,15000.0,0.0958,U,9.615805480084347,11.042921835724492,True,False,False,False,False,False,True
C,62500,M,25.0,S,35000.0,-1.00739,N,10.46310334047155,11.042921835724492,True,False,False,False,False,False,True
C,62500,M,50.0,P,15000.0,-0.82423,N,9.615805480084347,11.042921835724492,True,False,False,False,False,False,False
C,15000,M,28.0,P,7500.0,1.55041,U,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,24.0,S,15000.0,1.21971,U,9.615805480084347,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,65.0,S,15000.0,0.25733,Y,9.615805480084347,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,42.0,S,7500.0,-0.82337,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,48.0,P,15000.0,0.57449,Y,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
C,15000,F,25.0,P,15000.0,0.71863,U,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,46.0,S,35000.0,-0.2559,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,44.0,P,35000.0,-0.25763,U,10.46310334047155,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,23.0,P,15000.0,0.41138,A,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,48.0,P,7500.0,1.00124,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,29.0,P,7500.0,1.28046,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,18.0,P,2500.0,-0.76832,Y,7.824046010856292,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,23.0,S,7500.0,0.02383,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,70.0,P,7500.0,-1.29617,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,30.0,S,7500.0,1.31961,U,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,46.0,P,2500.0,0.69169,Y,7.824046010856292,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,70.0,P,7500.0,1.3601,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,25000,F,69.0,P,7500.0,1.32047,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,56.0,P,7500.0,1.4702,U,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,22.0,P,7500.0,1.35787,Y,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,34.0,S,15000.0,0.39928,U,9.615805480084347,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,19.0,S,15000.0,0.90219,U,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,F,20.0,P,35000.0,1.08088,Y,10.46310334047155,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,29.0,S,35000.0,0.65511,U,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,46.0,P,2500.0,0.75797,Y,7.824046010856292,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,61.0,P,2500.0,1.47615,Y,7.824046010856292,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,65.0,P,15000.0,0.6589,U,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,41.0,P,7500.0,1.4045,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,18.0,P,2500.0,-1.22876,N,7.824046010856292,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,50.0,P,7500.0,1.45616,Y,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,28.0,S,15000.0,1.55465,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,F,19.0,S,7500.0,1.50229,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,27.0,S,15000.0,0.58726,A,9.615805480084347,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,39.0,P,7500.0,0.76371,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,70.0,P,7500.0,1.04827,U,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,45.0,P,7500.0,0.40629,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,32.0,P,7500.0,1.5877,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,22.0,S,15000.0,-0.95379,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,60.0,P,7500.0,1.5877,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,64.0,P,7500.0,1.43653,Y,8.922658299524402,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,30.0,S,35000.0,0.68807,Y,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,24.0,PS,15000.0,-1.19137,N,9.615805480084347,10.126631103850338,True,False,False,False,False,True,False
C,25000,F,21.0,P,15000.0,1.33829,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,49.0,S,7500.0,1.35481,Y,8.922658299524402,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,54.0,P,15000.0,0.9338,U,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,24.0,P,15000.0,-1.22258,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,18.0,S,75000.0,-0.88064,N,11.225243392518447,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,62.0,P,35000.0,1.55678,U,10.46310334047155,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,44.0,P,7500.0,0.91033,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,18.0,S,35000.0,0.34316,Y,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,27.0,P,35000.0,-0.02385,Y,10.46310334047155,10.126631103850338,True,False,False,False,False,False,False
S,125000,M,18.0,S,15000.0,1.29424,Y,9.615805480084347,11.736069016284437,True,False,False,True,False,False,True
S,125000,M,44.0,P,2500.0,-1.29617,N,7.824046010856292,11.736069016284437,True,False,False,True,False,False,False
S,125000,F,31.0,PS,15000.0,-1.29617,N,9.615805480084347,11.736069016284437,False,False,False,True,False,True,False
S,125000,F,58.0,S,35000.0,-1.29617,N,10.46310334047155,11.736069016284437,False,False,False,True,False,False,True
S,125000,M,68.0,P,7500.0,-1.29617,N,8.922658299524402,11.736069016284437,True,False,False,True,False,False,False
S,125000,F,47.0,P,7500.0,1.54802,Y,8.922658299524402,11.736069016284437,False,False,False,True,False,False,False
S,125000,F,22.0,P,7500.0,0.5492,Y,8.922658299524402,11.736069016284437,False,False,False,True,False,False,False
S,125000,M,40.0,PS,75000.0,1.43203,Y,11.225243392518447,11.736069016284437,True,False,False,True,False,True,False
S,125000,M,35.0,P,2500.0,1.17367,Y,7.824046010856292,11.736069016284437,True,False,False,True,False,False,False
S,125000,M,65.0,S,15000.0,1.1643,Y,9.615805480084347,11.736069016284437,True,False,False,True,False,False,True
S,125000,M,35.0,P,15000.0,0.85852,U,9.615805480084347,11.736069016284437,True,False,False,True,False,False,False
S,125000,F,18.0,P,7500.0,1.26956,Y,8.922658299524402,11.736069016284437,False,False,False,True,False,False,False
S,125000,F,66.0,S,15000.0,0.40663,A,9.615805480084347,11.736069016284437,False,False,False,True,False,False,True
S,125000,F,22.0,S,7500.0,0.96938,Y,8.922658299524402,11.736069016284437,False,False,False,True,False,False,True
